name,assists,attempted_passes,big_chances_created,big_chances_missed,bonus,bps,clean_sheets,clearances_blocks_interceptions,completed_passes,creativity,dribbles,ea_index,element,errors_leading_to_goal,errors_leading_to_goal_attempt,fixture,fouls,goals_conceded,goals_scored,ict_index,id,influence,key_passes,kickoff_time,kickoff_time_formatted,loaned_in,loaned_out,minutes,offside,open_play_crosses,opponent_team,own_goals,penalties_conceded,penalties_missed,penalties_saved,recoveries,red_cards,round,saves,selected,tackled,tackles,target_missed,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,winning_goals,yellow_cards,second_name,goals_scored,assists,total_points,minutes,goals_conceded,creativity,influence,threat,bonus,bps,ict_index,clean_sheets,red_cards,yellow_cards,selected_by_percent,now_cost,first_name,second_name,id
Beni_Baningime_174,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,323,0,0,0,0,18161,0,0,2019-04-07T13:05:00Z,4/7/2019 14:05,0,0,0,0,0,1,0,0,0,0,0,0,33,0,3004,0,0,0,0,1,0,0,-18,10,28,43,TRUE,0,0,Bakayoko,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,49,Tiemoué,Bakayoko,129
Dominic_Calvert-Lewin_175,1,20,0,0,0,14,1,3,13,12,1,0,175,0,0,323,1,0,0,7.1,18162,16,1,2019-04-07T13:05:00Z,4/7/2019 14:05,0,0,90,0,0,1,0,0,0,0,1,0,33,0,119850,3,0,0,0,1,43,5,6012,10931,4919,54,TRUE,0,0,Ampadu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,Ethan,Ampadu,130
Cenk_Tosun_177,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,323,0,0,0,0,18163,0,0,2019-04-07T13:05:00Z,4/7/2019 14:05,0,0,0,0,0,1,0,0,0,0,0,0,33,0,93386,0,0,0,0,1,0,0,-79,243,322,64,TRUE,0,0,Hudson-Odoi,0,1,16,293,1,123.6,77.4,123,1,74,32.1,2,0,0,3.1,42,Callum,Hudson-Odoi,131
Ben_Hamer_190,0,26,0,0,0,20,0,1,11,0,0,0,190,0,0,324,0,4,0,3.5,18164,35.2,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,0,0,11,0,0,0,0,6,0,33,6,376596,0,0,0,4,1,0,2,2608,7485,4877,39,TRUE,0,0,Loftus-Cheek,5,2,62,632,5,172.9,312.8,257,5,215,74.3,3,0,0,0.6,52,Ruben,Loftus-Cheek,132
Jonas_L�ssl_191,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,324,0,0,0,0,18165,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,11,0,0,0,0,0,0,33,0,112786,0,0,0,4,1,0,0,-1182,1568,2750,44,TRUE,0,0,Giroud,2,4,52,798,5,241.8,182.2,469,2,167,88.2,6,0,1,2,77,Olivier,Giroud,133
Christopher_Schindler_192,0,33,0,0,0,16,0,10,28,0.3,0,0,192,0,0,324,0,4,0,3,18166,27.2,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,0,0,11,0,0,0,0,3,0,33,0,150226,0,0,0,4,1,2,0,-1111,1876,2987,42,TRUE,0,0,Morata,5,0,46,936,11,130.2,219.8,523,3,119,86.3,6,0,3,1.3,84,Álvaro,Morata,134
Chris_L�we_193,0,30,0,0,0,10,0,1,21,31.6,2,0,193,0,0,324,1,4,0,6.5,18167,11.8,2,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,0,0,11,0,0,0,0,2,0,33,0,6368,1,0,0,4,1,22,0,7,79,72,44,TRUE,0,0,Hennessey,0,0,67,1575,26,0,358.8,0,6,311,35.9,5,0,0,2.6,44,Wayne,Hennessey,135
Tommy_Smith_194,0,38,0,0,0,8,0,3,30,2.3,0,0,194,0,0,324,2,4,0,1.1,18168,8.4,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,0,0,11,0,0,0,0,3,0,33,0,3154,0,0,0,4,1,0,0,3,12,9,44,TRUE,0,0,Speroni,0,0,1,90,4,0,31.4,0,0,16,3.1,0,0,0,10.5,39,Julian,Speroni,136
Mathias_Jorgensen_195,0,0,0,0,0,0,0,0,0,0,0,0,195,0,0,324,0,0,0,0,18169,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,11,0,0,0,0,0,0,33,0,166746,0,0,0,4,1,0,0,-2272,192,2464,44,TRUE,0,0,Guaita,0,0,64,1304,13,0,295,0,7,280,29.5,6,0,2,1.8,42,Vicente,Guaita,137
Scott_Malone_196,0,0,0,0,0,0,0,0,0,0,0,0,196,0,0,324,0,0,0,0,18170,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,11,0,0,0,0,0,0,33,0,70360,0,0,0,4,1,0,0,-217,5,222,40,TRUE,0,0,Tomkins,1,1,86,2561,37,83,560.8,276,0,504,92.3,10,0,6,3.5,43,James,Tomkins,138
Florent_Hadergjonaj_197,0,0,0,0,0,0,0,0,0,0,0,0,197,0,0,324,0,0,0,0,18171,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,11,0,0,0,0,0,0,33,0,4056,0,0,0,4,1,0,0,-6,37,43,43,TRUE,0,0,Dann,0,0,11,301,3,1.3,73,2,0,58,7.7,1,0,1,0,44,Scott,Dann,139
Terence_Kongolo_198,0,38,0,0,0,5,0,3,29,4.3,0,0,198,0,0,324,1,4,0,0.9,18172,4.4,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,0,0,11,0,1,0,0,3,0,33,0,13764,0,1,0,4,1,0,-1,-255,92,347,43,TRUE,0,1,Kelly,0,0,18,660,11,16.2,164.6,8,1,109,19,2,0,2,4.7,39,Martin,Kelly,140
Aaron_Mooy_199,0,43,0,0,1,31,0,0,36,17.8,0,0,199,0,0,324,0,4,1,7.9,18173,44,1,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,0,0,11,0,0,0,0,4,0,33,0,62554,1,1,0,4,1,17,8,274,547,273,50,TRUE,0,0,Schlupp,4,3,90,1639,25,240.5,382,428,3,295,105.2,4,0,1,4.8,45,Jeffrey,Schlupp,141
Rajiv_van La Parra_200,0,0,0,0,0,0,0,0,0,0,0,0,200,0,0,324,0,0,0,0,18174,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,11,0,0,0,0,0,0,33,0,1484,0,0,0,4,1,0,0,-1,1,2,46,TRUE,0,0,van Aanholt,2,2,125,2926,40,501.5,548.4,418,16,562,147,11,0,3,5.6,55,Patrick,van Aanholt,142
Jonathan_Hogg_201,0,39,0,0,0,7,0,5,34,2.5,0,0,201,0,0,324,2,3,0,1.6,18175,11.4,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,80,0,0,11,0,0,0,0,11,0,33,0,14315,3,0,0,4,1,2,1,-162,68,230,44,TRUE,0,1,Sakho,0,0,88,2416,35,78.2,540.6,47,13,533,66.6,9,0,2,1.3,49,Mamadou,Sakho,143
Philip_Billing_202,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,324,0,0,0,0,18176,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,11,0,0,0,0,0,0,33,0,80297,0,0,0,4,1,0,0,-3337,186,3523,45,TRUE,0,0,Riedewald,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,Jairo,Riedewald,144
Tom_Ince_203,0,0,0,0,0,0,0,0,0,0,0,0,203,0,0,324,0,0,0,0,18177,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,11,0,0,0,0,0,0,33,0,409,0,0,0,4,1,0,0,1,2,1,50,TRUE,0,0,Wan-Bissaka,0,2,104,2684,37,233.2,724.2,133,15,563,109.3,11,1,4,25.5,45,Aaron,Wan-Bissaka,145
Danny_Williams_204,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,324,0,0,0,0,18178,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,11,0,0,0,0,0,0,33,0,864,0,0,0,4,1,0,0,19,29,10,45,TRUE,0,0,Puncheon,0,0,15,392,9,79.9,43.6,39,0,50,16.3,1,0,1,1.1,42,Jason,Puncheon,146
Abdelhamid_Sabiri_205,0,0,0,0,0,0,0,0,0,0,0,0,205,0,0,324,0,0,0,0,18179,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,11,0,0,0,0,0,0,33,0,3004,0,0,0,4,1,0,0,-16,32,48,43,TRUE,0,0,McArthur,2,5,98,2613,40,406.2,538.8,375,5,395,132.1,10,0,6,3,48,James,McArthur,147
Alex_Pritchard_206,0,19,0,0,0,0,0,1,12,2.6,0,0,206,0,0,324,0,2,0,4,18180,2.8,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,59,0,0,11,0,0,0,0,3,0,33,0,3973,3,0,1,4,1,35,1,-5,88,93,48,TRUE,0,0,Sako,0,0,1,1,0,0,0,0,0,4,0,0,0,0,0,49,Bakary,Sako,148
Ramadan_Sobhi_207,0,0,0,0,0,0,0,0,0,0,0,0,207,0,0,324,0,0,0,0,18181,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,11,0,0,0,0,0,0,33,0,4519,0,0,0,4,1,0,0,-9,1,10,47,TRUE,0,0,Townsend,4,4,111,2730,40,833.3,594.8,534,5,416,196.4,11,0,1,3.8,58,Andros,Townsend,149
Juninho_Bacuna_208,0,7,0,0,0,2,0,0,7,10.5,0,0,208,0,0,324,1,1,0,1.3,18182,2,1,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,9,0,0,11,0,0,0,0,1,0,33,0,29209,1,0,0,4,1,0,1,873,2122,1249,42,TRUE,0,0,Milivojevic,11,1,148,2970,43,707.6,942.6,434,23,635,208.5,11,0,8,9.4,64,Luka,Milivojevic,150
Collin_Quaner_209,0,0,0,0,0,0,0,0,0,0,0,0,209,0,0,324,0,0,0,0,18183,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,11,0,0,0,0,0,0,33,0,213786,0,0,0,4,1,0,0,-2249,4088,6337,43,TRUE,0,0,Zaha,8,8,116,2591,39,624.7,600.2,1015,12,360,224.1,10,1,7,13.1,69,Wilfried,Zaha,151
Laurent_Depoitre_210,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,324,0,0,0,0,18184,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,11,0,0,0,0,0,0,33,0,22927,0,0,0,4,1,0,0,-471,41,512,51,TRUE,0,0,Benteke,0,0,17,550,8,90.4,27.2,284,0,17,39,2,0,1,0.4,63,Christian,Benteke,152
Steve_Mounie_211,0,10,0,0,0,0,0,0,8,1.7,0,0,211,0,0,324,2,2,0,6.2,18185,3.2,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,30,1,0,11,0,0,0,0,1,0,33,0,11446,1,1,1,4,1,57,1,-99,316,415,58,TRUE,0,0,Sørloth,0,0,12,173,3,38.3,19.2,59,0,32,11.3,0,0,0,0.1,48,Alexander,Sørloth,153
Elias_Kachunga_212,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,324,0,0,0,0,18186,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,11,0,0,0,0,0,0,33,0,9187,0,0,0,4,1,0,0,-154,312,466,48,TRUE,0,0,Pickford,0,0,140,2970,42,10,715.4,0,13,614,72.4,11,0,1,13,49,Jordan,Pickford,154
Kasper_Schmeichel_213,0,44,0,0,0,15,0,0,34,0,0,0,213,0,0,324,0,1,0,3,18187,30.4,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,0,0,10,0,0,0,0,5,0,33,3,349485,0,0,0,4,1,0,3,35086,37611,2525,50,FALSE,0,0,Stekelenburg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,39,Maarten,Stekelenburg,155
Eldin_Jakupovic_214,0,0,0,0,0,0,0,0,0,0,0,0,214,0,0,324,0,0,0,0,18188,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,33,0,5438,0,0,0,4,1,0,0,-15,23,38,43,FALSE,0,0,Baines,0,0,7,374,6,91.4,48.4,15,0,48,15.4,0,0,0,0.5,50,Leighton,Baines,156
Wes_Morgan_215,0,54,0,0,0,12,0,5,48,0.4,0,0,215,0,0,324,1,1,0,5.1,18189,13,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,0,0,10,0,0,0,0,3,0,33,0,129535,0,0,0,4,1,38,2,57931,59946,2015,45,FALSE,0,0,Coleman,1,2,97,2198,28,312.4,416.2,184,9,445,91.2,10,0,1,1.4,52,Seamus,Coleman,157
Christian_Fuchs_216,0,0,0,0,0,0,0,0,0,0,0,0,216,0,0,324,0,0,0,0,18190,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,33,0,25863,0,0,0,4,1,0,0,-23,159,182,41,FALSE,0,0,Jagielka,1,0,19,233,2,20.7,55.2,39,3,60,11.4,2,1,0,0.4,43,Phil,Jagielka,158
Danny_Simpson_217,0,0,0,0,0,0,0,0,0,0,0,0,217,0,0,324,0,0,0,0,18191,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,33,0,13590,0,0,0,4,1,0,0,-12,113,125,42,FALSE,0,0,Williams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Ashley,Williams,159
Yohan_Benalouane_218,0,0,0,0,0,0,0,0,0,0,0,0,218,0,0,324,0,0,0,0,18192,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,33,0,45207,0,0,0,4,1,0,0,-310,21,331,39,FALSE,0,0,Holgate,0,0,5,407,9,5,92.2,2,0,61,9.9,0,0,1,0.1,43,Mason,Holgate,160
Benjamin_Chilwell_219,0,52,0,0,0,13,0,1,39,13.3,1,0,219,0,0,324,1,1,0,2.1,18193,6.8,1,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,0,0,10,0,0,0,0,5,0,33,0,239074,0,2,1,4,1,1,2,48844,51155,2311,51,FALSE,0,0,Kenny,0,1,19,789,15,102.7,166.2,12,0,134,28,1,0,1,0.2,42,Jonjoe,Kenny,161
Harry_Maguire_220,0,0,0,0,0,0,0,0,0,0,0,0,220,0,0,324,0,0,0,0,18194,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,33,0,539427,0,0,0,4,1,0,0,3368,6208,2840,54,FALSE,0,0,Keane,1,2,109,2610,37,99.4,647.2,282,14,553,103.3,10,0,2,4.1,48,Michael,Keane,162
Ricardo Domingos_Barbosa Pereira_221,1,40,1,0,1,31,0,5,34,25.3,0,0,221,0,0,324,1,1,0,6.3,18195,37.2,2,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,0,1,10,0,0,0,0,9,0,33,0,909879,0,1,0,4,1,0,6,48990,56855,7865,54,FALSE,0,0,Martina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,Cuco,Martina,163
Jonny_Evans_222,0,0,0,0,0,0,0,0,0,0,0,0,222,0,0,324,0,0,0,0,18196,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,33,0,33328,0,0,0,4,1,0,0,1803,2224,421,48,FALSE,0,0,Walcott,3,3,85,1928,31,333.6,326.2,561,4,234,121.5,6,0,1,2.6,59,Theo,Walcott,164
Marc_Albrighton_224,0,0,0,0,0,0,0,0,0,0,0,0,224,0,0,324,0,0,0,0,18197,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,33,0,20040,0,0,0,4,1,0,0,-175,28,203,51,FALSE,0,0,Bolasie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,58,Yannick,Bolasie,165
Demarai_Gray_225,0,33,0,1,0,5,0,0,26,2.7,1,0,225,0,0,324,0,1,0,4.6,18198,9.2,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,0,0,10,0,0,0,0,7,0,33,0,66900,4,1,1,4,1,34,2,1567,3090,1523,54,FALSE,0,0,McCarthy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,James,McCarthy,166
Daniel_Amartey_226,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,324,0,0,0,0,18199,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,33,0,9596,0,0,0,4,1,0,0,-23,28,51,43,FALSE,0,0,Schneiderlin,0,1,18,472,7,101.3,96.2,14,0,97,21.2,2,0,1,2,42,Morgan,Schneiderlin,167
Wilfred_Ndidi_227,0,41,0,0,0,20,0,6,34,11.9,2,0,227,0,0,324,1,1,0,3.6,18200,19.8,1,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,86,0,0,10,0,0,0,0,7,0,33,0,54013,1,2,0,4,1,4,2,1664,2543,879,49,FALSE,0,0,Gueye,0,1,63,2412,28,236,528.2,116,0,393,88.1,10,0,5,0.3,47,Idrissa,Gueye,168
Vicente_Iborra_228,0,0,0,0,0,0,0,0,0,0,0,0,228,0,0,324,0,0,0,0,18201,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,33,0,2284,0,0,0,4,1,0,0,-3,0,3,47,FALSE,0,0,Davies,0,0,26,975,19,96.2,122.6,103,0,127,32.1,2,0,3,0.1,51,Tom,Davies,169
Matty_James_229,0,0,0,0,0,0,0,0,0,0,0,0,229,0,0,324,0,0,0,0,18202,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,33,0,1936,0,0,0,4,1,0,0,4,71,67,44,FALSE,0,0,Lookman,0,2,27,536,7,155.4,119.2,146,0,99,42.2,1,0,0,0.1,50,Ademola,Lookman,170
Hamza_Choudhury_230,0,4,0,0,0,3,0,0,4,0.2,0,0,230,0,0,324,0,0,0,0.4,18203,4,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,3,0,0,10,0,0,0,0,0,0,33,0,8133,0,0,0,4,1,0,1,-225,41,266,43,FALSE,0,0,Klaassen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,Davy,Klaassen,171
Adrien Sebastian_Perruchet Silva_231,0,0,0,0,0,0,0,0,0,0,0,0,231,0,0,324,0,0,0,0,18204,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,33,0,9485,0,0,0,4,1,0,0,-27,1,28,47,FALSE,0,0,Sigurdsson,12,4,155,2694,37,924.4,837.6,968,17,568,272.9,12,0,3,7.7,73,Gylfi,Sigurdsson,172
Fousseni_Diabat�_232,0,0,0,0,0,0,0,0,0,0,0,0,232,0,0,324,0,0,0,0,18205,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,0,0,0,10,0,0,0,0,0,0,33,0,2034,0,0,0,4,1,0,0,-1,3,4,46,FALSE,0,0,Vlasic,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,Nikola,Vlasic,173
James_Maddison_233,0,44,0,2,0,26,0,1,42,52.5,4,0,233,0,0,324,1,1,1,17.2,18206,59,3,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,0,0,10,0,0,0,0,5,0,33,0,524308,4,0,1,4,1,60,7,106164,114592,8428,68,FALSE,0,0,Baningime,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,Beni,Baningime,174
Jamie_Vardy_234,1,16,1,0,3,67,0,2,9,32.3,2,0,234,0,0,324,0,1,2,17.5,18207,71.8,3,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,90,3,0,10,0,0,0,0,2,0,33,0,867157,2,0,3,4,1,71,16,280676,290035,9359,91,FALSE,1,0,Calvert-Lewin,6,4,81,1427,24,144.6,298.4,486,3,255,91.8,5,0,3,1.9,54,Dominic,Calvert-Lewin,175
Shinji_Okazaki_235,0,17,0,0,0,1,0,0,14,3.4,1,0,235,0,0,324,1,0,0,0.6,18208,0.6,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,29,0,0,10,0,0,0,0,1,0,33,0,34433,2,0,0,4,1,2,1,33,355,322,52,FALSE,0,0,Niasse,0,0,23,766,11,72.1,57.4,268,0,19,39.6,3,0,0,0.4,50,Oumar,Niasse,176
Kelechi_Iheanacho_236,0,0,0,0,0,3,0,0,0,0,0,0,236,0,0,324,0,0,0,0,18209,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,1,0,0,10,0,0,0,0,0,0,33,0,52769,0,0,0,4,1,0,1,85,527,442,57,FALSE,0,0,Tosun,2,3,45,931,15,129.2,168.2,453,0,127,74.8,1,0,3,1.5,64,Cenk,Tosun,177
Simon_Mignolet_237,0,0,0,0,0,0,0,0,0,0,0,0,237,0,0,327,0,0,0,0,18210,0,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,0,0,0,16,0,0,0,0,0,0,33,0,7641,0,0,0,3,1,0,0,-24,16,40,47,FALSE,0,0,Bettinelli,0,0,15,630,20,0,195,0,0,114,19.4,0,0,1,0.3,43,Marcus,Bettinelli,178
Loris_Karius_238,0,0,0,0,0,0,0,0,0,0,0,0,238,0,0,327,0,0,0,0,18211,0,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,0,0,0,16,0,0,0,0,0,0,33,0,5234,0,0,0,3,1,0,0,-7,4,11,49,FALSE,0,0,Button,0,0,15,360,5,0,89.2,0,2,76,8.9,1,0,0,2.8,40,David,Button,179
Dejan_Lovren_239,0,1,0,0,0,3,0,1,0,0,0,0,239,0,0,327,0,0,0,0.1,18212,1,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,2,0,0,16,0,0,0,0,0,0,33,0,94460,0,0,0,3,1,0,1,-162,250,412,49,FALSE,0,0,Ream,0,0,30,1686,48,44.1,265.2,2,3,258,31.3,2,0,0,0.1,42,Tim,Ream,180
Alberto_Moreno_240,0,0,0,0,0,0,0,0,0,0,0,0,240,0,0,327,0,0,0,0,18213,0,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,0,0,0,16,0,0,0,0,0,0,33,0,15323,0,0,0,3,1,0,0,-33,45,78,41,FALSE,0,0,Odoi,0,1,36,2475,62,163.3,553,58,2,395,77.7,2,0,4,0.1,44,Denis,Odoi,181
Nathaniel_Clyne_241,0,14,0,0,0,-2,0,0,11,1.5,0,0,241,0,0,321,2,2,0,0.7,18214,0,0,2019-04-06T14:00:00Z,4/6/2019 15:00,0,0,45,0,0,4,0,0,0,0,1,0,33,0,59181,0,0,0,3,1,8,-1,3587,4788,1201,44,TRUE,0,1,Cairney,0,1,53,1828,46,483.5,268.2,147,0,311,90,3,0,0,0.4,46,Tom,Cairney,182
Joseph_Gomez_242,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,327,0,0,0,0,18215,0,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,0,0,0,16,0,0,0,0,0,0,33,0,62384,0,0,0,3,1,0,0,-230,68,298,48,FALSE,0,0,McDonald,0,0,17,837,27,71.9,99.6,15,0,123,18.7,0,1,4,0.2,42,Kevin,McDonald,183
Joel_Matip_243,0,90,0,0,0,18,0,6,81,3,1,0,243,0,0,327,1,1,0,3,18216,26.6,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,90,0,0,16,0,0,0,0,6,0,33,0,66945,1,1,0,3,1,0,2,2038,4052,2014,49,FALSE,0,0,Sessegnon,2,7,81,1866,56,424.6,377.8,344,3,257,114.9,0,0,0,1.9,60,Ryan,Sessegnon,184
Ragnar_Klavan_244,0,0,0,0,0,0,0,0,0,0,0,0,244,0,0,327,0,0,0,0,18217,0,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,0,0,0,16,0,0,0,0,0,0,33,0,2488,0,0,0,3,1,0,0,1,1,0,44,FALSE,0,0,Johansen,0,0,11,409,12,33,48.8,7,0,48,9,0,0,4,0,50,Stefan,Johansen,185
Trent_Alexander-Arnold_245,1,48,0,0,0,18,0,3,36,21.1,0,0,245,0,1,327,0,1,0,4.6,18218,23.2,1,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,58,0,2,16,0,0,0,0,5,0,33,0,1264220,0,0,0,3,1,2,4,49820,63600,13780,55,FALSE,0,0,Ayité,1,0,19,380,10,53.5,75.4,64,0,63,19.1,0,0,0,0.1,43,Floyd,Ayité,186
Virgil_van Dijk_246,0,69,0,0,0,17,0,10,65,1.3,0,0,246,0,0,327,0,1,0,2.9,18219,25.8,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,90,0,0,16,0,0,0,0,2,0,33,0,1912419,0,0,0,3,1,2,2,2788,29078,26290,66,FALSE,0,0,Kebano,0,0,6,92,2,7.8,17.6,8,0,21,3.3,0,0,0,0,43,Neeskens,Kebano,187
Andrew_Robertson_247,0,62,0,0,0,10,0,2,54,22.3,0,0,247,0,0,327,1,1,0,3.9,18220,14.2,1,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,90,0,1,16,0,0,0,0,5,0,33,0,2371798,0,0,0,3,1,2,1,47447,55364,7917,68,FALSE,0,1,da Rocha Fonte,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,44,Rui Pedro,da Rocha Fonte,188
Alex_Oxlade-Chamberlain_248,0,0,0,0,0,0,0,0,0,0,0,0,248,0,0,327,0,0,0,0,18221,0,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,0,0,0,16,0,0,0,0,0,0,33,0,2618,0,0,0,3,1,0,0,-10,24,34,64,FALSE,0,0,Kamara,3,0,28,688,17,149.5,150,244,2,82,53.1,1,0,2,5.6,45,Aboubakar,Kamara,189
Jordan_Henderson_249,1,13,0,0,2,26,0,1,10,11,0,0,249,0,0,327,2,0,1,9.7,18222,49.2,1,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,31,0,0,16,0,0,0,0,2,0,33,0,34964,0,0,0,3,1,37,10,106,226,120,53,FALSE,0,1,Hamer,0,0,9,462,17,0,152,0,0,87,15.1,0,0,0,5.7,39,Ben,Hamer,190
Adam_Lallana_250,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,327,0,0,0,0,18223,0,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,0,0,0,16,0,0,0,0,0,0,33,0,41110,0,0,0,3,1,0,0,-64,104,168,69,FALSE,0,0,Lössl,0,0,88,2507,46,30.3,661.4,4,6,483,69.4,5,0,0,1.8,44,Jonas,Lössl,191
Sadio_Man�_251,0,25,0,1,0,2,0,2,20,24.9,1,0,251,0,0,327,0,1,0,9.6,18224,13.4,1,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,90,1,1,16,0,0,0,0,3,0,33,0,2233159,2,1,2,3,1,58,1,290672,299854,9182,101,FALSE,0,1,Schindler,1,1,71,2810,59,35.7,566.8,162,7,454,76.7,5,1,4,2.3,42,Christopher,Schindler,192
Georginio_Wijnaldum_252,0,32,0,0,0,8,0,1,28,1.8,0,0,252,0,0,327,0,1,0,1,18225,7.8,0,2019-04-05T19:00:00Z,4/5/2019 20:00,0,0,58,0,0,16,0,0,0,0,3,0,33,0,71082,2,1,0,3,1,0,1,686,2283,1597,55,FALSE,0,0,Löwe,0,3,44,1838,48,353.9,290.2,163,6,281,80.6,1,0,1,0.1,44,Chris,Löwe,193
